,Value,Name,Season,Position,Age,Team
5996,80,Mathew Ryan,19/20,GK,27,Brighton and Hove Albion
5997,80,Alex Oxlade-Chamberlain,19/20,CM,26,Liverpool
5998,80,Serge Aurier,19/20,RB,26,Tottenham Hotspur
5999,80,Callum Wilson,19/20,ST,27,AFC Bournemouth
6000,80,Andriy Yarmolenko,19/20,RM,29,West Ham United
6001,80,Roberto Pereyra,19/20,LM,28,Watford
6002,80,Chris Smalling,19/20,CB,29,Manchester United
6003,80,Guaita,19/20,GK,32,Crystal Palace
6004,80,Manuel Lanzini,19/20,CAM,26,West Ham United
6005,80,Moussa Sissoko,19/20,CM,30,Tottenham Hotspur
6006,80,Nacho Monreal,19/20,LB,33,Arsenal
6007,80,Sergio Romero,19/20,GK,32,Manchester United
6008,80,Tom Heaton,19/20,GK,33,Burnley
6009,79,Harry Winks,19/20,CM,23,Tottenham Hotspur
6010,79,Martin Dúbravka,19/20,GK,30,Newcastle United
6011,79,Davide Zappacosta,19/20,RB,27,Chelsea
6012,79,Jefferson Lerma,19/20,CDM,24,AFC Bournemouth
6013,79,Leander Dendoncker,19/20,CDM,24,Wolverhampton Wanderers
6014,79,Jonny,19/20,LWB,25,Wolverhampton Wanderers
6015,79,Ryan Fraser,19/20,LM,25,AFC Bournemouth
6016,79,Michael Keane,19/20,CB,26,Everton
6017,79,Denis Suárez,19/20,CM,25,Arsenal
6018,79,Kurt Zouma,19/20,CB,24,Everton
6019,79,Nick Pope,19/20,GK,27,Burnley
6020,79,Jannik Vestergaard,19/20,CB,27,Southampton
6021,79,James Tarkowski,19/20,CB,26,Burnley
6022,79,Eric Dier,19/20,CDM,25,Tottenham Hotspur
6023,79,Marcos Rojo,19/20,CB,29,Manchester United
6024,79,Danilo,19/20,RB,28,Manchester City
6025,79,Ross Barkley,19/20,CAM,25,Chelsea
6026,79,Phil Jones,19/20,CB,27,Manchester United
6027,79,Jóhann Berg Guðmundsson,19/20,RM,28,Burnley
6028,79,Jack Wilshere,19/20,CM,27,West Ham United
6029,79,Victor Wanyama,19/20,CDM,28,Tottenham Hotspur
6030,79,Danny Welbeck,19/20,ST,28,Arsenal
6031,79,Joshua King,19/20,CF,27,AFC Bournemouth
6032,79,Mamadou Sakho,19/20,CB,29,Crystal Palace
6033,79,Adam Lallana,19/20,CM,31,Liverpool
6034,79,Séamus Coleman,19/20,RB,30,Everton
6035,79,Etienne Capoue,19/20,CDM,31,Watford
6036,79,Jonny Evans,19/20,CB,31,Leicester City
6037,79,Samir Nasri,19/20,CAM,32,West Ham United
6038,79,Gary Cahill,19/20,CB,33,Chelsea
6039,79,Ben Foster,19/20,GK,36,Watford
6040,79,Ashley Young,19/20,RB,34,Manchester United
6041,78,Ben Chilwell,19/20,LB,22,Leicester City
6042,78,Aaron Wan-Bissaka,19/20,RB,21,Crystal Palace
6043,78,Joe Gomez,19/20,CB,22,Liverpool
6044,78,Diogo Jota,19/20,ST,22,Wolverhampton Wanderers
6045,78,James Maddison,19/20,CAM,22,Leicester City
6046,78,Yerry Mina,19/20,CB,24,Everton
6047,78,Youri Tielemans,19/20,CM,22,Leicester City
6048,78,Aleksandar Mitrović,19/20,ST,24,Fulham
6049,78,Ruben Loftus-Cheek,19/20,CM,23,Chelsea
6050,78,Alex Iwobi,19/20,LM,23,Arsenal
6051,78,Mario Lemina,19/20,CM,26,Southampton
6052,78,Max Meyer,19/20,CM,23,Crystal Palace
6053,78,Sergio Rico,19/20,GK,26,Fulham
6054,78,James Ward-Prowse,19/20,RM,24,Southampton
6055,78,Raúl Jiménez,19/20,ST,28,Wolverhampton Wanderers
6056,78,Jamaal Lascelles,19/20,CB,25,Newcastle United
6057,78,Willy Boly,19/20,CB,28,Wolverhampton Wanderers
6058,78,Lewis Dunk,19/20,CB,27,Brighton and Hove Albion
6059,78,Marco van Ginkel,19/20,CM,26,Chelsea
6060,78,Florian Lejeune,19/20,CB,28,Newcastle United
6061,78,Tom Cairney,19/20,CAM,28,Fulham
6062,78,Andros Townsend,19/20,RM,28,Crystal Palace
6063,78,Davy Pröpper,19/20,CM,28,Brighton and Hove Albion
6064,78,Steve Cook,19/20,CB,28,AFC Bournemouth
6065,78,Cenk Tosun,19/20,ST,28,Everton
6066,78,Shane Duffy,19/20,CB,27,Brighton and Hove Albion
6067,78,Pascal Groß,19/20,CM,28,Brighton and Hove Albion
6068,78,Michail Antonio,19/20,ST,29,West Ham United
6069,78,Nathaniel Clyne,19/20,RB,28,AFC Bournemouth
6070,78,Christian Kabasele,19/20,CB,28,Watford
6071,78,Ben Mee,19/20,CB,29,Burnley
6072,78,Jonjo Shelvey,19/20,CM,27,Newcastle United
6073,78,Danny Drinkwater,19/20,CM,29,Chelsea
6074,78,Fabian Delph,19/20,LB,29,Manchester City
6075,78,Troy Deeney,19/20,ST,31,Watford
6076,78,Jose Holebas,19/20,LB,35,Watford
6077,78,Javier Hernández,19/20,ST,31,West Ham United
6078,78,Morgan Schneiderlin,19/20,CDM,29,Everton
6079,78,Claudio Bravo,19/20,GK,36,Manchester City
6080,78,James Tomkins,19/20,CB,30,Crystal Palace
6081,78,Simon Mignolet,19/20,GK,31,Liverpool
6082,78,Steven Defour,19/20,CM,31,Burnley
6083,78,Ryan Bertrand,19/20,LB,30,Southampton
6084,78,Antonio Valencia,19/20,RB,34,Manchester United
6085,78,Theo Walcott,19/20,RM,30,Everton
6086,78,Ryan Babel,19/20,LM,32,Fulham
6087,78,Joe Hart,19/20,GK,32,Burnley
6088,77,Issa Diop,19/20,CB,22,West Ham United
6089,77,Florin Andone,19/20,ST,26,Brighton and Hove Albion
6090,77,Lewis Cook,19/20,CM,22,AFC Bournemouth
6091,77,Alireza Jahanbakhsh,19/20,RW,26,Brighton and Hove Albion
6092,77,Ayoze Pérez,19/20,CF,26,Newcastle United
6093,77,Pierre-Emile Højbjerg,19/20,CM,24,Southampton
6094,77,Divock Origi,19/20,ST,24,Liverpool
6095,77,Mohamed Elneny,19/20,CDM,27,Arsenal
6096,77,Emerson,19/20,LB,25,Chelsea
6097,77,Fabian Schär,19/20,CB,27,Newcastle United
6098,77,Andreas Pereira,19/20,CM,23,Manchester United
6099,77,Romain Saïss,19/20,CDM,29,Wolverhampton Wanderers
6100,77,Will Hughes,19/20,RM,24,Watford
6101,77,Mohamed Elyounoussi,19/20,LM,25,Southampton
6102,77,Matt Doherty,19/20,RWB,27,Wolverhampton Wanderers
6103,77,Christopher Schindler,19/20,CB,29,Huddersfield Town
6104,77,Pedro Obiang,19/20,CDM,27,West Ham United
6105,77,Oriol Romeu,19/20,CDM,27,Southampton
6106,77,Lucas Pérez,19/20,ST,31,West Ham United
6107,77,Aaron Mooy,19/20,CM,28,Huddersfield Town
6108,77,Adrián,19/20,GK,32,West Ham United
6109,77,Montoya,19/20,RB,28,Brighton and Hove Albion
6110,77,André Schürrle,19/20,LM,28,Fulham
6111,77,Chris Wood,19/20,ST,27,Burnley
6112,77,Daryl Janmaat,19/20,RB,30,Watford
6113,77,Ashley Barnes,19/20,ST,29,Burnley
6114,77,Matt Ritchie,19/20,RM,30,Newcastle United
6115,77,Angelo Ogbonna,19/20,CB,31,West Ham United
6116,77,Marc Albrighton,19/20,RM,29,Leicester City
6117,77,Carlos Sánchez,19/20,CDM,33,West Ham United
6118,77,Fabricio,19/20,GK,31,Fulham
6119,77,Glenn Murray,19/20,ST,35,Brighton and Hove Albion
6120,77,Asmir Begović,19/20,GK,32,AFC Bournemouth
6121,76,Declan Rice,19/20,CDM,20,West Ham United
6122,76,Yoshinori Mutō,19/20,ST,27,Newcastle United
6123,76,Rob Holding,19/20,CB,23,Arsenal
6124,76,Dominic Calvert-Lewin,19/20,ST,22,Everton
6125,76,David Brooks,19/20,RM,22,AFC Bournemouth
6126,76,Camarasa,19/20,CM,25,Cardiff City
6127,76,José Izquierdo,19/20,LM,27,Brighton and Hove Albion
6128,76,DeAndre Yedlin,19/20,RB,26,Newcastle United
6129,76,Arthur Masuaku,19/20,LB,25,West Ham United
6130,76,Alberto Moreno,19/20,LB,27,Liverpool
6131,76,Jürgen Locadia,19/20,ST,25,Brighton and Hove Albion
6132,76,Anthony Knockaert,19/20,RM,27,Brighton and Hove Albion
6133,76,Terence Kongolo,19/20,CB,25,Huddersfield Town
6134,76,Federico Fernández,19/20,CB,30,Newcastle United
6135,76,Robbie Brady,19/20,LM,27,Burnley
6136,76,Matthew Lowton,19/20,RB,30,Burnley
6137,76,Nampalys Mendy,19/20,CDM,27,Leicester City
6138,76,Nathan Redmond,19/20,LM,25,Southampton
6139,76,Danny Ings,19/20,ST,27,Southampton
6140,76,Charlie Austin,19/20,ST,30,Southampton
6141,76,Andre Gray,19/20,ST,28,Watford
6142,76,Adam Smith,19/20,LB,28,AFC Bournemouth
6143,76,Eliaquim Mangala,19/20,CB,28,Manchester City
6144,76,Kiko Femenía,19/20,RB,28,Watford
6145,76,Tom Cleverley,19/20,CM,30,Watford
6146,76,Aaron Cresswell,19/20,LB,29,West Ham United
6147,76,Alex McCarthy,19/20,GK,29,Southampton
6148,76,Ashley Westwood,19/20,CM,29,Burnley
6149,76,James McCarthy,19/20,CDM,28,Everton
6150,76,Cheikhou Kouyaté,19/20,CDM,29,Crystal Palace
6151,76,Patrick van Aanholt,19/20,LB,29,Crystal Palace
6152,76,Matteo Darmian,19/20,LB,29,Manchester United
6153,76,Mathias Jørgensen,19/20,CB,29,Huddersfield Town
6154,76,Ciaran Clark,19/20,CB,29,Newcastle United
6155,76,Håvard Nordtveit,19/20,CB,29,Fulham
6156,76,Andy Carroll,19/20,ST,30,West Ham United
6157,76,Dale Stephens,19/20,CM,30,Brighton and Hove Albion
6158,76,Craig Cathcart,19/20,CB,30,Watford
6159,76,Ki Sung Yueng,19/20,CM,30,Newcastle United
6160,76,Winston Reid,19/20,CB,31,West Ham United
6161,76,Souleymane Bamba,19/20,CB,34,Cardiff City
6162,76,James McArthur,19/20,CM,31,Crystal Palace
6163,76,Jack Cork,19/20,CM,30,Burnley
6164,76,Leighton Baines,19/20,LB,34,Everton
6165,76,Llorente,19/20,ST,34,Tottenham Hotspur
6166,76,Robert Snodgrass,19/20,RM,32,West Ham United
6167,76,Mark Noble,19/20,CM,32,West Ham United
6168,76,Pablo Zabaleta,19/20,RB,34,West Ham United
6169,76,Wes Morgan,19/20,CB,35,Leicester City
6170,76,Gomes,19/20,GK,38,Watford
6171,76,Stephan Lichtsteiner,19/20,RB,35,Arsenal
6172,76,Phil Jagielka,19/20,CB,37,Everton
6173,75,Phil Foden,19/20,CAM,19,Manchester City
6174,75,Scott McTominay,19/20,CDM,22,Manchester United
6175,75,Ryan Sessegnon,19/20,LM,19,Fulham
6176,75,Harvey Barnes,19/20,LW,21,Leicester City
6177,75,Bernardo,19/20,LB,24,Brighton and Hove Albion
6178,75,Ademola Lookman,19/20,LM,21,Everton
6179,75,Tom Davies,19/20,CM,21,Everton
6180,75,Oleksandr Zinchenko,19/20,LB,22,Manchester City
6181,75,Vincent Janssen,19/20,ST,25,Tottenham Hotspur
6182,75,Steve Mounié,19/20,ST,24,Huddersfield Town
6183,75,Demarai Gray,19/20,LM,23,Leicester City
6184,75,Jan Bednarek,19/20,CB,23,Southampton
6185,75,Diego Rico,19/20,LB,26,AFC Bournemouth
6186,75,Angus Gunn,19/20,GK,23,Southampton
6187,75,Kenedy,19/20,LM,23,Newcastle United
6188,75,Ivan Cavaleiro,19/20,LW,25,Wolverhampton Wanderers
6189,75,Erik Durm,19/20,RWB,27,Huddersfield Town
6190,75,Calum Chambers,19/20,CDM,24,Fulham
6191,75,Nathaniel Chalobah,19/20,CDM,24,Watford
6192,75,Paulo Gazzaniga,19/20,GK,27,Tottenham Hotspur
6193,75,Charlie Taylor,19/20,LB,25,Burnley
6194,75,Paul Dummett,19/20,LB,27,Newcastle United
6195,75,Stuart Armstrong,19/20,CAM,27,Southampton
6196,75,Conor Coady,19/20,CB,26,Wolverhampton Wanderers
6197,75,Jeff Hendrick,19/20,CAM,27,Burnley
6198,75,Jordan Ayew,19/20,ST,28,Crystal Palace
6199,75,Neil Etheridge,19/20,GK,29,Cardiff City
6200,75,Maya Yoshida,19/20,CB,31,Southampton
6201,75,Junior Stanislas,19/20,LM,29,AFC Bournemouth
6202,75,Mohamed Diamé,19/20,CM,32,Newcastle United
6203,75,Leon Balogun,19/20,CB,31,Brighton and Hove Albion
6204,75,Dan Gosling,19/20,CM,29,AFC Bournemouth
6205,75,Christian Benteke,19/20,ST,28,Crystal Palace
6206,75,Martin Kelly,19/20,CB,29,Crystal Palace
6207,75,Jonathan Hogg,19/20,CDM,30,Huddersfield Town
6208,75,Andrew Surman,19/20,CM,33,AFC Bournemouth
6209,75,Jonas Lössl,19/20,GK,30,Huddersfield Town
6210,75,Wayne Hennessey,19/20,GK,32,Crystal Palace
6211,75,Scott Dann,19/20,CB,32,Crystal Palace
6212,75,Aaron Lennon,19/20,RM,32,Burnley
6213,75,Willy Caballero,19/20,GK,37,Chelsea
6214,75,Michel Vorm,19/20,GK,35,Tottenham Hotspur
6215,75,Simon Francis,19/20,CB,34,AFC Bournemouth
6216,75,Artur Boruc,19/20,GK,39,AFC Bournemouth
6217,74,Juan Foyth,19/20,CB,21,Tottenham Hotspur
6218,74,Mattéo Guendouzi,19/20,CM,20,Arsenal
6219,74,Diogo Dalot,19/20,RB,20,Manchester United
6220,74,Çağlar Söyüncü,19/20,CB,23,Leicester City
6221,74,Marc Navarro,19/20,RB,24,Watford
6222,74,Adam Masina,19/20,LB,25,Watford
6223,74,Hélder Costa,19/20,RW,25,Wolverhampton Wanderers
6224,74,Philip Billing,19/20,CM,23,Huddersfield Town
6225,74,Florent Hadergjonaj,19/20,RWB,25,Huddersfield Town
6226,74,Antonio Barreca,19/20,LB,24,Newcastle United
6227,74,Adama,19/20,RW,23,Wolverhampton Wanderers
6228,74,Laurent Depoitre,19/20,ST,30,Huddersfield Town
6229,74,Lazar Marković,19/20,RM,25,Fulham
6230,74,Callum Paterson,19/20,ST,24,Cardiff City
6231,74,Rachid Ghezzal,19/20,RM,27,Leicester City
6232,74,Alfie Mawson,19/20,CB,25,Fulham
6233,74,Luciano Vietto,19/20,ST,25,Fulham
6234,74,Solly March,19/20,RW,25,Brighton and Hove Albion
6235,74,Isaac Hayden,19/20,CDM,24,Newcastle United
6236,74,Christian Atsu,19/20,LM,27,Newcastle United
6237,74,Alex Pritchard,19/20,CAM,26,Huddersfield Town
6238,74,Joe Ralls,19/20,CM,25,Cardiff City
6239,74,Jack Stephens,19/20,CB,25,Southampton
6240,74,Jeffrey Schlupp,19/20,LM,26,Crystal Palace
6241,74,Ben Gibson,19/20,CB,26,Burnley
6242,74,Matěj Vydra,19/20,CAM,27,Burnley
6243,74,Shinji Okazaki,19/20,CAM,33,Leicester City
6244,74,Maxime Le Marchand,19/20,CB,29,Fulham
6245,74,Junior Hoilett,19/20,LM,29,Cardiff City
6246,74,Bruno Ecuélé Manga,19/20,CB,31,Cardiff City
6247,74,Sean Morrison,19/20,CB,28,Cardiff City
6248,74,Harry Arter,19/20,CM,29,Cardiff City
6249,74,Gaëtan Bong,19/20,LB,31,Brighton and Hove Albion
6250,74,Sebastian Prödl,19/20,CB,32,Watford
6251,74,Kevin McDonald,19/20,CDM,30,Fulham
6252,74,Joselu,19/20,ST,29,Newcastle United
6253,74,Adrian Mariappa,19/20,CB,32,Watford
6254,74,Fraser Forster,19/20,GK,31,Southampton
6255,74,Charlie Daniels,19/20,LB,33,AFC Bournemouth
6256,74,Stephen Ward,19/20,LB,34,Burnley
6257,74,Bruno Saltor,19/20,RB,38,Brighton and Hove Albion
6258,74,Christian Fuchs,19/20,LB,33,Leicester City
6259,74,Lee Grant,19/20,GK,36,Manchester United
6260,73,Yves Bissouma,19/20,CM,23,Brighton and Hove Albion
6261,73,Adama Diakhaby,19/20,RM,23,Huddersfield Town
6262,73,Timothy Fosu-Mensah,19/20,RB,21,Fulham
6263,73,Adalberto Peñaranda,19/20,ST,22,Watford
6264,73,André-Franck Zambo Anguissa,19/20,CDM,23,Fulham
6265,73,Ainsley Maitland-Niles,19/20,RWB,22,Arsenal
6266,73,Kelechi Iheanacho,19/20,ST,22,Leicester City
6267,73,Jonjoe Kenny,19/20,RB,22,Everton
6268,73,Isaac Success,19/20,ST,23,Watford
6269,73,Jaïro Riedewald,19/20,CDM,23,Crystal Palace
6270,73,Daniel Amartey,19/20,RB,24,Leicester City
6271,73,Manquillo,19/20,LB,25,Newcastle United
6272,73,Oumar Niasse,19/20,ST,29,Cardiff City
6273,73,Danny Ward,19/20,GK,26,Leicester City
6274,73,Jordon Ibe,19/20,RM,23,AFC Bournemouth
6275,73,Ryan Fredericks,19/20,RB,26,West Ham United
6276,73,Marcus Bettinelli,19/20,GK,27,Fulham
6277,73,Tommy Smith,19/20,RB,27,Huddersfield Town
6278,73,Chris Löwe,19/20,LWB,30,Huddersfield Town
6279,73,Joe Bryan,19/20,LB,25,Fulham
6280,73,Bobby Reid,19/20,ST,26,Cardiff City
6281,73,Greg Cunningham,19/20,LB,28,Cardiff City
6282,73,Kevin Long,19/20,CB,29,Burnley
6283,73,Karl Darlow,19/20,GK,28,Newcastle United
6284,73,Aron Gunnarsson,19/20,CDM,30,Cardiff City
6285,73,Miguel Britos,19/20,CB,34,Watford
6286,73,Joel Ward,19/20,RB,29,Crystal Palace
6287,73,Alex Smithies,19/20,GK,29,Cardiff City
6288,73,Ryan Bennett,19/20,CB,29,Wolverhampton Wanderers
6289,73,Danny Simpson,19/20,RB,32,Leicester City
6290,73,Shane Long,19/20,ST,32,Southampton
6291,73,Maarten Stekelenburg,19/20,GK,36,Everton
6292,72,Chris Mepham,19/20,CB,21,AFC Bournemouth
6293,72,Kyle Walker-Peters,19/20,RB,22,Tottenham Hotspur
6294,72,Isaac Mbenza,19/20,ST,23,Huddersfield Town
6295,72,Ken Sema,19/20,LM,25,Watford
6296,72,Josh Murphy,19/20,LM,24,Cardiff City
6297,72,Neeskens Kebano,19/20,LW,27,Fulham
6298,72,Nathaniel Mendez-Laing,19/20,RM,27,Cardiff City
6299,72,Beram Kayal,19/20,CM,31,Brighton and Hove Albion
6300,72,Joe Bennett,19/20,LB,29,Cardiff City
6301,72,Rob Elliot,19/20,GK,33,Newcastle United
6302,72,Phil Bardsley,19/20,RB,34,Burnley
6303,72,Jason Puncheon,19/20,CM,33,Huddersfield Town
6304,71,Dwight McNeil,19/20,LM,19,Burnley
6305,71,Callum Hudson-Odoi,19/20,LW,18,Chelsea
6306,71,Hamza Choudhury,19/20,CDM,21,Leicester City
6307,71,Juninho Bacuna,19/20,CM,22,Huddersfield Town
6308,71,Matt Targett,19/20,LB,23,Southampton
6309,71,Harrison Reed,19/20,CDM,24,Southampton
6310,71,Elias Kachunga,19/20,RM,27,Huddersfield Town
6311,71,Cyrus Christie,19/20,RB,26,Fulham
6312,71,Kenneth Zohore,19/20,ST,25,Cardiff City
6313,71,Tim Ream,19/20,CB,31,Fulham
6314,71,Dan Burn,19/20,CB,27,Brighton and Hove Albion
6315,71,Connor Wickham,19/20,ST,26,Crystal Palace
6316,71,Rajiv van La Parra,19/20,LM,28,Huddersfield Town
6317,71,Bakary Sako,19/20,LW,31,Crystal Palace
6318,71,Marc Pugh,19/20,LM,32,AFC Bournemouth
6319,71,John Ruddy,19/20,GK,32,Wolverhampton Wanderers
6320,70,Philippe Sandler,19/20,CB,22,Manchester City
6321,70,Dominic Solanke,19/20,ST,21,AFC Bournemouth
6322,70,Lys Mousset,19/20,ST,23,AFC Bournemouth
6323,70,Danny Williams,19/20,CM,30,Huddersfield Town
6324,70,Floyd Ayité,19/20,LW,30,Fulham
6325,69,Sam Gallagher,19/20,ST,23,Southampton
6326,69,Jamal Blackman,19/20,GK,25,Chelsea
6327,69,Carl Jenkinson,19/20,RB,27,Arsenal
6328,69,Danny Ward,19/20,ST,28,Cardiff City
6329,69,Pape Souaré,19/20,LB,29,Crystal Palace
6330,69,Ashley Richards,19/20,RB,28,Cardiff City
6331,69,Loïc Damour,19/20,CDM,28,Cardiff City
6332,69,Matty James,19/20,CM,28,Leicester City
6333,69,Denis Odoi,19/20,CB,31,Fulham
6334,69,Eldin Jakupović,19/20,GK,34,Leicester City
6335,68,Konstantinos Mavropanos,19/20,CB,21,Arsenal
6336,68,Ben Woodburn,19/20,CAM,19,Liverpool
6337,68,Morgan Gibbs-White,19/20,CM,19,Wolverhampton Wanderers
6338,68,Rúben Vinagre,19/20,LWB,20,Wolverhampton Wanderers
6339,68,Pontus Dahlberg,19/20,GK,20,Watford
6340,68,Xande Silva,19/20,RM,22,West Ham United
6341,68,Karlan Grant,19/20,ST,21,Huddersfield Town
6342,68,Pleguezuelo,19/20,CB,22,Arsenal
6343,68,Ibrahima Cissé,19/20,CDM,25,Fulham
6344,68,Leandro Bacuna,19/20,CDM,28,Cardiff City
6345,68,Jason Steele,19/20,GK,29,Brighton and Hove Albion
6346,68,David Button,19/20,GK,30,Brighton and Hove Albion
6347,68,Lee Peltier,19/20,RB,32,Cardiff City
6348,68,Julián Speroni,19/20,GK,40,Crystal Palace
6349,67,Angel Gomes,19/20,CAM,19,Manchester United
6350,67,Kadeem Harris,19/20,LM,26,Cardiff City
6351,66,Mason Greenwood,19/20,CF,17,Manchester United
6352,66,Claudio Gomes,19/20,CDM,19,Manchester City
6353,66,Soufyan Ahannach,19/20,LM,24,Brighton and Hove Albion
6354,66,Sean Longstaff,19/20,CM,21,Newcastle United
6355,66,Eddie Nketiah,19/20,ST,20,Arsenal
6356,66,Yan Valery,19/20,RWB,20,Southampton
6357,66,Domingos Quina,19/20,CAM,19,Watford
6358,66,Tahith Chong,19/20,RW,19,Manchester United
6359,66,Jack Simpson,19/20,CB,22,AFC Bournemouth
6360,66,Jon Gorenc Stanković,19/20,CB,23,Huddersfield Town
6361,66,Will Norris,19/20,GK,26,Wolverhampton Wanderers
6362,66,Freddie Woodman,19/20,GK,22,Newcastle United
6363,66,Sam McQueen,19/20,LB,24,Southampton
6364,66,Brendan Galloway,19/20,LB,23,Everton
6365,66,Ryan Inniss,19/20,CB,24,Crystal Palace
6366,66,Ben Hamer,19/20,GK,31,Huddersfield Town
6367,66,Matthew Connolly,19/20,RB,31,Cardiff City
6368,65,Bukayo Saka,19/20,LW,18,Arsenal
6369,65,Oliver Skipp,19/20,CDM,18,Tottenham Hotspur
6370,65,Abdelhamid Sabiri,19/20,LM,22,Huddersfield Town
6371,65,Ethan Ampadu,19/20,CB,18,Chelsea
6372,65,Sam Surridge,19/20,ST,21,AFC Bournemouth
6373,65,Grady Diangana,19/20,RM,21,West Ham United
6374,65,Stuart O'Keefe,19/20,CM,28,Cardiff City
6375,64,Ethan Laird,19/20,RB,18,Manchester United
6376,64,Eric García,19/20,CB,18,Manchester City
6377,64,Joshua Bohui,19/20,LW,20,Manchester United
6378,64,Sam Hughes,19/20,CB,22,Leicester City
6379,64,Tashan Oakley-Boothe,19/20,CM,19,Tottenham Hotspur
6380,64,Arijanet Muric,19/20,GK,20,Manchester City
6381,64,Luke Amos,19/20,CM,22,Tottenham Hotspur
6382,64,Luca de la Torre,19/20,CAM,21,Fulham
6383,64,Adam Legzdins,19/20,GK,32,Burnley
6384,64,Brian Murphy,19/20,GK,36,Cardiff City
6385,63,Lee O'Connor,19/20,LB,19,Manchester United
6386,63,James Garner,19/20,CDM,18,Manchester United
6387,63,Michael Obafemi,19/20,ST,19,Southampton
6388,63,Víctor Fernández,19/20,LM,21,Newcastle United
6389,63,Joseph Willock,19/20,CM,20,Arsenal
6390,63,Alfie Jones,19/20,CB,21,Southampton
6391,63,Morgan Feeney,19/20,CB,20,Everton
6392,63,Joel Coleman,19/20,GK,23,Huddersfield Town
6393,63,Rhys Healey,19/20,ST,24,Cardiff City
6394,62,Felix Nmecha,19/20,CAM,18,Manchester City
6395,62,Billy Gilmour,19/20,CM,18,Chelsea
6396,62,Rafael Camacho,19/20,LW,19,Liverpool
6397,62,Fraser Hornby,19/20,ST,19,Everton
6398,62,Viktor Gyökeres,19/20,ST,21,Brighton and Hove Albion
6399,62,Rhian Brewster,19/20,ST,19,Liverpool
6400,62,Nathan Holland,19/20,LM,21,West Ham United
6401,62,Cohen Bramall,19/20,LB,23,Arsenal
6402,62,Japhet Tanganga,19/20,CB,20,Tottenham Hotspur
6403,62,Layton Ndukwu,19/20,RM,21,Leicester City
6404,62,John Kitolano,19/20,LWB,19,Wolverhampton Wanderers
6405,62,Dan Agyei,19/20,ST,22,Burnley
6406,62,Callum Roberts,19/20,RM,22,Newcastle United
6407,62,Cameron Humphreys-Grant,19/20,CB,21,Manchester City
6408,62,Jack Rose,19/20,GK,24,Southampton
6409,61,Ryan Astley,19/20,CB,17,Everton
6410,61,Ki-Jana Hoever,19/20,RB,17,Liverpool
6411,61,Brandon Williams,19/20,LB,19,Manchester United
6412,61,Curtis Jones,19/20,CM,18,Liverpool
6413,61,Christoph Klarer,19/20,CB,19,Southampton
6414,61,Timothy Eyoma,19/20,CB,19,Tottenham Hotspur
6415,61,Jonathan Dinzeyi,19/20,CB,19,Tottenham Hotspur
6416,61,Nathaniel Phillips,19/20,CB,22,Liverpool
6417,61,Zech Medley,19/20,CB,19,Arsenal
6418,61,Leo Østigård,19/20,CB,19,Brighton and Hove Albion
6419,61,Martell Taylor-Crossdale,19/20,ST,19,Chelsea
6420,61,João Virgínia,19/20,GK,19,Everton
6421,61,Alexandru Paşcanu,19/20,CB,20,Leicester City
6422,61,Alfie Whiteman,19/20,GK,20,Tottenham Hotspur
6423,61,Iké Ugbo,19/20,ST,20,Chelsea
6424,61,Conor Masterson,19/20,CB,21,Liverpool
6425,61,Tyreke Johnson,19/20,RM,20,Southampton
6426,61,Matt Butcher,19/20,CM,22,AFC Bournemouth
6427,61,Demeaco Duhaney,19/20,RB,20,Huddersfield Town
6428,61,Adetayo Edun,19/20,CM,21,Fulham
6429,61,Mateusz Hewelt,19/20,GK,22,Everton
6430,61,Callum Slattery,19/20,CAM,20,Southampton
6431,61,Robert Sanchez,19/20,GK,21,Brighton and Hove Albion
6432,61,Jamie Sterry,19/20,RB,23,Newcastle United
6433,61,Matty Foulds,19/20,CB,21,Everton
6434,61,Harry Charsley,19/20,LM,22,Everton
6435,61,Connor Randall,19/20,RB,23,Liverpool
6436,60,Kayne Ramsay,19/20,RB,18,Southampton
6437,60,Elias Sørensen,19/20,ST,19,Newcastle United
6438,60,Joy Mukena,19/20,CB,20,Watford
6439,60,Anthony Gordon,19/20,CAM,18,Everton
6440,60,Callum Wright,19/20,CAM,19,Leicester City
6441,60,Benjamín Garré,19/20,LW,19,Manchester City
6442,60,Bobby Adekanye,19/20,RW,20,Liverpool
6443,60,Lewis Gibson,19/20,CB,19,Everton
6444,60,Kyle Taylor,19/20,CAM,20,AFC Bournemouth
6445,60,Marlon Fossey,19/20,RB,21,Fulham
6446,60,Kiernan Dewsbury-Hall,19/20,CDM,21,Leicester City
6447,60,Dan N'Lundulu,19/20,ST,20,Southampton
6448,60,Kyle Scott,19/20,CM,21,Chelsea
6449,60,Marcus Barnes,19/20,ST,22,Southampton
6450,59,Josh Benson,19/20,CM,19,Burnley
6451,59,Daishawn Redan,19/20,ST,18,Chelsea
6452,59,Harry Forster,19/20,RM,19,Watford
6453,59,Matty Daly,19/20,CM,18,Huddersfield Town
6454,59,Jaidon Anthony,19/20,ST,19,AFC Bournemouth
6455,59,Lewis Gordon,19/20,LB,18,Watford
6456,59,Adam Lewis,19/20,LB,19,Liverpool
6457,59,Nnamdi Ofoborh,19/20,CDM,19,AFC Bournemouth
6458,59,Jack Wakely,19/20,CB,18,Chelsea
6459,59,George McEachran,19/20,CAM,19,Chelsea
6460,59,Nathan Trott,19/20,GK,20,West Ham United
